video_name,action_idx,category,frames,resize,source_video
39_0001_v_-hhDbvY5aAM_c001.mp4,39,football,12,False,v_-hhDbvY5aAM_c001.mp4
39_0002_v_-hhDbvY5aAM_c001.mp4,39,football,13,False,v_-hhDbvY5aAM_c001.mp4
39_0003_v_-hhDbvY5aAM_c001.mp4,39,football,8,False,v_-hhDbvY5aAM_c001.mp4
39_0004_v_-hhDbvY5aAM_c001.mp4,39,football,11,False,v_-hhDbvY5aAM_c001.mp4
36_0001_v_-hhDbvY5aAM_c001.mp4,36,football,10,False,v_-hhDbvY5aAM_c001.mp4
35_0001_v_-hhDbvY5aAM_c001.mp4,35,football,9,True,v_-hhDbvY5aAM_c001.mp4
35_0002_v_-hhDbvY5aAM_c001.mp4,35,football,13,False,v_-hhDbvY5aAM_c001.mp4
35_0003_v_-hhDbvY5aAM_c001.mp4,35,football,9,False,v_-hhDbvY5aAM_c001.mp4
35_0004_v_-hhDbvY5aAM_c001.mp4,35,football,10,False,v_-hhDbvY5aAM_c001.mp4
35_0005_v_-hhDbvY5aAM_c001.mp4,35,football,9,False,v_-hhDbvY5aAM_c001.mp4
35_0006_v_-hhDbvY5aAM_c001.mp4,35,football,9,False,v_-hhDbvY5aAM_c001.mp4
34_0001_v_-hhDbvY5aAM_c001.mp4,34,football,11,False,v_-hhDbvY5aAM_c001.mp4
47_0001_v_-hhDbvY5aAM_c001.mp4,47,football,7,False,v_-hhDbvY5aAM_c001.mp4
47_0002_v_-hhDbvY5aAM_c001.mp4,47,football,4,False,v_-hhDbvY5aAM_c001.mp4
47_0003_v_-hhDbvY5aAM_c001.mp4,47,football,17,False,v_-hhDbvY5aAM_c001.mp4
47_0004_v_-hhDbvY5aAM_c001.mp4,47,football,15,False,v_-hhDbvY5aAM_c001.mp4
44_0001_v_-hhDbvY5aAM_c001.mp4,44,football,22,False,v_-hhDbvY5aAM_c001.mp4
44_0002_v_-hhDbvY5aAM_c001.mp4,44,football,8,False,v_-hhDbvY5aAM_c001.mp4
38_0001_v_-hhDbvY5aAM_c001.mp4,38,football,87,False,v_-hhDbvY5aAM_c001.mp4
46_0001_v_-hhDbvY5aAM_c001.mp4,46,football,24,False,v_-hhDbvY5aAM_c001.mp4
37_0001_v_-hhDbvY5aAM_c001.mp4,37,football,10,False,v_-hhDbvY5aAM_c001.mp4
41_0001_v_-hhDbvY5aAM_c001.mp4,41,football,14,False,v_-hhDbvY5aAM_c001.mp4
43_0001_v_-hhDbvY5aAM_c001.mp4,43,football,11,False,v_-hhDbvY5aAM_c001.mp4
42_0001_v_-hhDbvY5aAM_c001.mp4,42,football,12,False,v_-hhDbvY5aAM_c001.mp4
35_0001_v_-hhDbvY5aAM_c002.mp4,35,football,9,False,v_-hhDbvY5aAM_c002.mp4
35_0002_v_-hhDbvY5aAM_c002.mp4,35,football,5,False,v_-hhDbvY5aAM_c002.mp4
35_0003_v_-hhDbvY5aAM_c002.mp4,35,football,4,False,v_-hhDbvY5aAM_c002.mp4
35_0004_v_-hhDbvY5aAM_c002.mp4,35,football,8,False,v_-hhDbvY5aAM_c002.mp4
35_0005_v_-hhDbvY5aAM_c002.mp4,35,football,7,False,v_-hhDbvY5aAM_c002.mp4
39_0001_v_-hhDbvY5aAM_c002.mp4,39,football,12,False,v_-hhDbvY5aAM_c002.mp4
39_0002_v_-hhDbvY5aAM_c002.mp4,39,football,10,False,v_-hhDbvY5aAM_c002.mp4
39_0003_v_-hhDbvY5aAM_c002.mp4,39,football,8,False,v_-hhDbvY5aAM_c002.mp4
46_0001_v_-hhDbvY5aAM_c002.mp4,46,football,8,False,v_-hhDbvY5aAM_c002.mp4
46_0002_v_-hhDbvY5aAM_c002.mp4,46,football,25,False,v_-hhDbvY5aAM_c002.mp4
43_0001_v_-hhDbvY5aAM_c002.mp4,43,football,17,False,v_-hhDbvY5aAM_c002.mp4
43_0002_v_-hhDbvY5aAM_c002.mp4,43,football,12,False,v_-hhDbvY5aAM_c002.mp4
42_0001_v_-hhDbvY5aAM_c002.mp4,42,football,16,False,v_-hhDbvY5aAM_c002.mp4
38_0001_v_-hhDbvY5aAM_c002.mp4,38,football,52,False,v_-hhDbvY5aAM_c002.mp4
33_0001_v_-hhDbvY5aAM_c002.mp4,33,football,13,False,v_-hhDbvY5aAM_c002.mp4
38_0001_v_-hhDbvY5aAM_c003.mp4,38,football,66,False,v_-hhDbvY5aAM_c003.mp4
46_0001_v_-hhDbvY5aAM_c003.mp4,46,football,26,False,v_-hhDbvY5aAM_c003.mp4
35_0001_v_-hhDbvY5aAM_c003.mp4,35,football,8,False,v_-hhDbvY5aAM_c003.mp4
36_0001_v_-hhDbvY5aAM_c003.mp4,36,football,9,False,v_-hhDbvY5aAM_c003.mp4
37_0001_v_-hhDbvY5aAM_c003.mp4,37,football,10,False,v_-hhDbvY5aAM_c003.mp4
44_0001_v_-hhDbvY5aAM_c003.mp4,44,football,7,False,v_-hhDbvY5aAM_c003.mp4
35_0001_v_-hhDbvY5aAM_c005.mp4,35,football,13,False,v_-hhDbvY5aAM_c005.mp4
35_0002_v_-hhDbvY5aAM_c005.mp4,35,football,9,False,v_-hhDbvY5aAM_c005.mp4
35_0003_v_-hhDbvY5aAM_c005.mp4,35,football,18,False,v_-hhDbvY5aAM_c005.mp4
39_0001_v_-hhDbvY5aAM_c005.mp4,39,football,8,False,v_-hhDbvY5aAM_c005.mp4
43_0001_v_-hhDbvY5aAM_c005.mp4,43,football,9,False,v_-hhDbvY5aAM_c005.mp4
38_0001_v_-hhDbvY5aAM_c005.mp4,38,football,82,False,v_-hhDbvY5aAM_c005.mp4
38_0002_v_-hhDbvY5aAM_c005.mp4,38,football,59,False,v_-hhDbvY5aAM_c005.mp4
46_0001_v_-hhDbvY5aAM_c005.mp4,46,football,43,False,v_-hhDbvY5aAM_c005.mp4
46_0002_v_-hhDbvY5aAM_c005.mp4,46,football,11,False,v_-hhDbvY5aAM_c005.mp4
46_0003_v_-hhDbvY5aAM_c005.mp4,46,football,28,False,v_-hhDbvY5aAM_c005.mp4
45_0001_v_-hhDbvY5aAM_c005.mp4,45,football,6,False,v_-hhDbvY5aAM_c005.mp4
45_0002_v_-hhDbvY5aAM_c005.mp4,45,football,13,False,v_-hhDbvY5aAM_c005.mp4
37_0001_v_-hhDbvY5aAM_c005.mp4,37,football,12,False,v_-hhDbvY5aAM_c005.mp4
33_0001_v_-hhDbvY5aAM_c005.mp4,33,football,10,False,v_-hhDbvY5aAM_c005.mp4
41_0001_v_-hhDbvY5aAM_c005.mp4,41,football,13,False,v_-hhDbvY5aAM_c005.mp4
39_0001_v_-hhDbvY5aAM_c006.mp4,39,football,7,False,v_-hhDbvY5aAM_c006.mp4
43_0001_v_-hhDbvY5aAM_c006.mp4,43,football,9,False,v_-hhDbvY5aAM_c006.mp4
38_0001_v_-hhDbvY5aAM_c006.mp4,38,football,79,False,v_-hhDbvY5aAM_c006.mp4
38_0002_v_-hhDbvY5aAM_c006.mp4,38,football,60,False,v_-hhDbvY5aAM_c006.mp4
46_0001_v_-hhDbvY5aAM_c006.mp4,46,football,56,False,v_-hhDbvY5aAM_c006.mp4
46_0002_v_-hhDbvY5aAM_c006.mp4,46,football,14,False,v_-hhDbvY5aAM_c006.mp4
46_0003_v_-hhDbvY5aAM_c006.mp4,46,football,24,False,v_-hhDbvY5aAM_c006.mp4
35_0001_v_-hhDbvY5aAM_c006.mp4,35,football,9,False,v_-hhDbvY5aAM_c006.mp4
35_0002_v_-hhDbvY5aAM_c006.mp4,35,football,18,False,v_-hhDbvY5aAM_c006.mp4
37_0001_v_-hhDbvY5aAM_c006.mp4,37,football,11,False,v_-hhDbvY5aAM_c006.mp4
33_0001_v_-hhDbvY5aAM_c006.mp4,33,football,10,False,v_-hhDbvY5aAM_c006.mp4
41_0001_v_-hhDbvY5aAM_c006.mp4,41,football,13,False,v_-hhDbvY5aAM_c006.mp4
