video_name,action_idx,category,frames,resize,source_video
48_0001_v_-6Os86HzwCs_c001.mp4,48,basketball,6,False,v_-6Os86HzwCs_c001.mp4
48_0002_v_-6Os86HzwCs_c001.mp4,48,basketball,4,False,v_-6Os86HzwCs_c001.mp4
48_0003_v_-6Os86HzwCs_c001.mp4,48,basketball,5,False,v_-6Os86HzwCs_c001.mp4
48_0004_v_-6Os86HzwCs_c001.mp4,48,basketball,6,False,v_-6Os86HzwCs_c001.mp4
50_0001_v_-6Os86HzwCs_c001.mp4,50,basketball,36,False,v_-6Os86HzwCs_c001.mp4
50_0002_v_-6Os86HzwCs_c001.mp4,50,basketball,67,False,v_-6Os86HzwCs_c001.mp4
50_0003_v_-6Os86HzwCs_c001.mp4,50,basketball,50,False,v_-6Os86HzwCs_c001.mp4
50_0004_v_-6Os86HzwCs_c001.mp4,50,basketball,57,False,v_-6Os86HzwCs_c001.mp4
50_0005_v_-6Os86HzwCs_c001.mp4,50,basketball,57,False,v_-6Os86HzwCs_c001.mp4
50_0006_v_-6Os86HzwCs_c001.mp4,50,basketball,8,False,v_-6Os86HzwCs_c001.mp4
52_0001_v_-6Os86HzwCs_c001.mp4,52,basketball,20,False,v_-6Os86HzwCs_c001.mp4
52_0002_v_-6Os86HzwCs_c001.mp4,52,basketball,19,False,v_-6Os86HzwCs_c001.mp4
52_0003_v_-6Os86HzwCs_c001.mp4,52,basketball,17,False,v_-6Os86HzwCs_c001.mp4
52_0004_v_-6Os86HzwCs_c001.mp4,52,basketball,16,False,v_-6Os86HzwCs_c001.mp4
49_0001_v_-6Os86HzwCs_c001.mp4,49,basketball,13,False,v_-6Os86HzwCs_c001.mp4
49_0002_v_-6Os86HzwCs_c001.mp4,49,basketball,22,False,v_-6Os86HzwCs_c001.mp4
55_0001_v_-6Os86HzwCs_c001.mp4,55,basketball,18,True,v_-6Os86HzwCs_c001.mp4
55_0002_v_-6Os86HzwCs_c001.mp4,55,basketball,23,True,v_-6Os86HzwCs_c001.mp4
62_0001_v_-6Os86HzwCs_c001.mp4,62,basketball,8,False,v_-6Os86HzwCs_c001.mp4
59_0001_v_-6Os86HzwCs_c001.mp4,59,basketball,15,False,v_-6Os86HzwCs_c001.mp4
59_0002_v_-6Os86HzwCs_c001.mp4,59,basketball,15,False,v_-6Os86HzwCs_c001.mp4
56_0001_v_-6Os86HzwCs_c001.mp4,56,basketball,14,True,v_-6Os86HzwCs_c001.mp4
54_0001_v_-6Os86HzwCs_c001.mp4,54,basketball,19,False,v_-6Os86HzwCs_c001.mp4
48_0001_v_-6Os86HzwCs_c002.mp4,48,basketball,5,False,v_-6Os86HzwCs_c002.mp4
48_0002_v_-6Os86HzwCs_c002.mp4,48,basketball,5,False,v_-6Os86HzwCs_c002.mp4
51_0001_v_-6Os86HzwCs_c002.mp4,51,basketball,15,True,v_-6Os86HzwCs_c002.mp4
63_0001_v_-6Os86HzwCs_c002.mp4,63,basketball,5,True,v_-6Os86HzwCs_c002.mp4
59_0001_v_-6Os86HzwCs_c002.mp4,59,basketball,18,False,v_-6Os86HzwCs_c002.mp4
48_0001_v_-6Os86HzwCs_c003.mp4,48,basketball,6,False,v_-6Os86HzwCs_c003.mp4
48_0002_v_-6Os86HzwCs_c003.mp4,48,basketball,6,True,v_-6Os86HzwCs_c003.mp4
48_0003_v_-6Os86HzwCs_c003.mp4,48,basketball,10,False,v_-6Os86HzwCs_c003.mp4
49_0001_v_-6Os86HzwCs_c003.mp4,49,basketball,20,False,v_-6Os86HzwCs_c003.mp4
50_0001_v_-6Os86HzwCs_c003.mp4,50,basketball,14,False,v_-6Os86HzwCs_c003.mp4
50_0002_v_-6Os86HzwCs_c003.mp4,50,basketball,42,False,v_-6Os86HzwCs_c003.mp4
50_0003_v_-6Os86HzwCs_c003.mp4,50,basketball,10,False,v_-6Os86HzwCs_c003.mp4
50_0004_v_-6Os86HzwCs_c003.mp4,50,basketball,38,False,v_-6Os86HzwCs_c003.mp4
52_0001_v_-6Os86HzwCs_c003.mp4,52,basketball,15,False,v_-6Os86HzwCs_c003.mp4
52_0002_v_-6Os86HzwCs_c003.mp4,52,basketball,13,False,v_-6Os86HzwCs_c003.mp4
59_0001_v_-6Os86HzwCs_c003.mp4,59,basketball,28,False,v_-6Os86HzwCs_c003.mp4
56_0001_v_-6Os86HzwCs_c003.mp4,56,basketball,19,True,v_-6Os86HzwCs_c003.mp4
48_0001_v_-6Os86HzwCs_c004.mp4,48,basketball,5,False,v_-6Os86HzwCs_c004.mp4
48_0002_v_-6Os86HzwCs_c004.mp4,48,basketball,7,False,v_-6Os86HzwCs_c004.mp4
48_0003_v_-6Os86HzwCs_c004.mp4,48,basketball,6,False,v_-6Os86HzwCs_c004.mp4
48_0004_v_-6Os86HzwCs_c004.mp4,48,basketball,5,False,v_-6Os86HzwCs_c004.mp4
48_0005_v_-6Os86HzwCs_c004.mp4,48,basketball,5,False,v_-6Os86HzwCs_c004.mp4
59_0001_v_-6Os86HzwCs_c004.mp4,59,basketball,16,False,v_-6Os86HzwCs_c004.mp4
50_0001_v_-6Os86HzwCs_c004.mp4,50,basketball,30,False,v_-6Os86HzwCs_c004.mp4
50_0002_v_-6Os86HzwCs_c004.mp4,50,basketball,10,False,v_-6Os86HzwCs_c004.mp4
50_0003_v_-6Os86HzwCs_c004.mp4,50,basketball,7,False,v_-6Os86HzwCs_c004.mp4
50_0004_v_-6Os86HzwCs_c004.mp4,50,basketball,12,False,v_-6Os86HzwCs_c004.mp4
49_0001_v_-6Os86HzwCs_c004.mp4,49,basketball,23,False,v_-6Os86HzwCs_c004.mp4
49_0002_v_-6Os86HzwCs_c004.mp4,49,basketball,22,False,v_-6Os86HzwCs_c004.mp4
52_0001_v_-6Os86HzwCs_c004.mp4,52,basketball,21,False,v_-6Os86HzwCs_c004.mp4
52_0002_v_-6Os86HzwCs_c004.mp4,52,basketball,18,False,v_-6Os86HzwCs_c004.mp4
56_0001_v_-6Os86HzwCs_c004.mp4,56,basketball,15,False,v_-6Os86HzwCs_c004.mp4
54_0001_v_-6Os86HzwCs_c004.mp4,54,basketball,15,True,v_-6Os86HzwCs_c004.mp4
48_0001_v_-6Os86HzwCs_c005.mp4,48,basketball,4,False,v_-6Os86HzwCs_c005.mp4
48_0002_v_-6Os86HzwCs_c005.mp4,48,basketball,6,False,v_-6Os86HzwCs_c005.mp4
50_0001_v_-6Os86HzwCs_c005.mp4,50,basketball,144,True,v_-6Os86HzwCs_c005.mp4
50_0002_v_-6Os86HzwCs_c005.mp4,50,basketball,9,False,v_-6Os86HzwCs_c005.mp4
52_0001_v_-6Os86HzwCs_c005.mp4,52,basketball,17,False,v_-6Os86HzwCs_c005.mp4
49_0001_v_-6Os86HzwCs_c005.mp4,49,basketball,23,False,v_-6Os86HzwCs_c005.mp4
59_0001_v_-6Os86HzwCs_c005.mp4,59,basketball,12,False,v_-6Os86HzwCs_c005.mp4
53_0001_v_-6Os86HzwCs_c006.mp4,53,basketball,50,True,v_-6Os86HzwCs_c006.mp4
53_0002_v_-6Os86HzwCs_c006.mp4,53,basketball,48,False,v_-6Os86HzwCs_c006.mp4
48_0001_v_-6Os86HzwCs_c007.mp4,48,basketball,4,False,v_-6Os86HzwCs_c007.mp4
48_0002_v_-6Os86HzwCs_c007.mp4,48,basketball,4,False,v_-6Os86HzwCs_c007.mp4
48_0003_v_-6Os86HzwCs_c007.mp4,48,basketball,4,False,v_-6Os86HzwCs_c007.mp4
48_0004_v_-6Os86HzwCs_c007.mp4,48,basketball,5,False,v_-6Os86HzwCs_c007.mp4
49_0001_v_-6Os86HzwCs_c007.mp4,49,basketball,18,False,v_-6Os86HzwCs_c007.mp4
50_0001_v_-6Os86HzwCs_c007.mp4,50,basketball,111,False,v_-6Os86HzwCs_c007.mp4
50_0002_v_-6Os86HzwCs_c007.mp4,50,basketball,57,False,v_-6Os86HzwCs_c007.mp4
50_0003_v_-6Os86HzwCs_c007.mp4,50,basketball,44,False,v_-6Os86HzwCs_c007.mp4
52_0001_v_-6Os86HzwCs_c007.mp4,52,basketball,19,False,v_-6Os86HzwCs_c007.mp4
56_0001_v_-6Os86HzwCs_c007.mp4,56,basketball,7,False,v_-6Os86HzwCs_c007.mp4
57_0001_v_-6Os86HzwCs_c007.mp4,57,basketball,13,False,v_-6Os86HzwCs_c007.mp4
59_0001_v_-6Os86HzwCs_c007.mp4,59,basketball,17,False,v_-6Os86HzwCs_c007.mp4
48_0001_v_-6Os86HzwCs_c008.mp4,48,basketball,5,False,v_-6Os86HzwCs_c008.mp4
48_0002_v_-6Os86HzwCs_c008.mp4,48,basketball,4,False,v_-6Os86HzwCs_c008.mp4
48_0003_v_-6Os86HzwCs_c008.mp4,48,basketball,5,False,v_-6Os86HzwCs_c008.mp4
48_0004_v_-6Os86HzwCs_c008.mp4,48,basketball,5,False,v_-6Os86HzwCs_c008.mp4
48_0005_v_-6Os86HzwCs_c008.mp4,48,basketball,5,True,v_-6Os86HzwCs_c008.mp4
50_0001_v_-6Os86HzwCs_c008.mp4,50,basketball,27,False,v_-6Os86HzwCs_c008.mp4
48_0001_v_-6Os86HzwCs_c009.mp4,48,basketball,12,False,v_-6Os86HzwCs_c009.mp4
48_0002_v_-6Os86HzwCs_c009.mp4,48,basketball,4,False,v_-6Os86HzwCs_c009.mp4
48_0003_v_-6Os86HzwCs_c009.mp4,48,basketball,4,False,v_-6Os86HzwCs_c009.mp4
48_0004_v_-6Os86HzwCs_c009.mp4,48,basketball,6,True,v_-6Os86HzwCs_c009.mp4
50_0001_v_-6Os86HzwCs_c009.mp4,50,basketball,139,False,v_-6Os86HzwCs_c009.mp4
50_0002_v_-6Os86HzwCs_c009.mp4,50,basketball,52,False,v_-6Os86HzwCs_c009.mp4
50_0003_v_-6Os86HzwCs_c009.mp4,50,basketball,94,False,v_-6Os86HzwCs_c009.mp4
54_0001_v_-6Os86HzwCs_c009.mp4,54,basketball,17,False,v_-6Os86HzwCs_c009.mp4
52_0001_v_-6Os86HzwCs_c009.mp4,52,basketball,10,False,v_-6Os86HzwCs_c009.mp4
57_0001_v_-6Os86HzwCs_c009.mp4,57,basketball,12,False,v_-6Os86HzwCs_c009.mp4
59_0001_v_-6Os86HzwCs_c010.mp4,59,basketball,21,True,v_-6Os86HzwCs_c010.mp4
63_0001_v_-6Os86HzwCs_c010.mp4,63,basketball,4,False,v_-6Os86HzwCs_c010.mp4
48_0001_v_-6Os86HzwCs_c010.mp4,48,basketball,5,True,v_-6Os86HzwCs_c010.mp4
48_0002_v_-6Os86HzwCs_c010.mp4,48,basketball,6,False,v_-6Os86HzwCs_c010.mp4
48_0003_v_-6Os86HzwCs_c010.mp4,48,basketball,6,False,v_-6Os86HzwCs_c010.mp4
48_0004_v_-6Os86HzwCs_c010.mp4,48,basketball,6,False,v_-6Os86HzwCs_c010.mp4
48_0005_v_-6Os86HzwCs_c010.mp4,48,basketball,5,False,v_-6Os86HzwCs_c010.mp4
52_0001_v_-6Os86HzwCs_c010.mp4,52,basketball,15,False,v_-6Os86HzwCs_c010.mp4
60_0001_v_-9kabh1K8UA_c002.mp4,60,basketball,10,False,v_-9kabh1K8UA_c002.mp4
59_0001_v_-9kabh1K8UA_c002.mp4,59,basketball,20,True,v_-9kabh1K8UA_c002.mp4
48_0001_v_-9kabh1K8UA_c002.mp4,48,basketball,6,False,v_-9kabh1K8UA_c002.mp4
48_0002_v_-9kabh1K8UA_c002.mp4,48,basketball,4,False,v_-9kabh1K8UA_c002.mp4
48_0003_v_-9kabh1K8UA_c002.mp4,48,basketball,6,False,v_-9kabh1K8UA_c002.mp4
