video_name,action_idx,category,frames,resize,source_video
21_0001_v_0kUtTtmLaJA_c001.mp4,21,volleyball,32,False,v_0kUtTtmLaJA_c001.mp4
23_0001_v_0kUtTtmLaJA_c001.mp4,23,volleyball,10,False,v_0kUtTtmLaJA_c001.mp4
26_0001_v_0kUtTtmLaJA_c001.mp4,26,volleyball,22,False,v_0kUtTtmLaJA_c001.mp4
30_0001_v_0kUtTtmLaJA_c001.mp4,30,volleyball,18,False,v_0kUtTtmLaJA_c001.mp4
22_0001_v_0kUtTtmLaJA_c001.mp4,22,volleyball,15,False,v_0kUtTtmLaJA_c001.mp4
22_0002_v_0kUtTtmLaJA_c001.mp4,22,volleyball,13,False,v_0kUtTtmLaJA_c001.mp4
24_0001_v_0kUtTtmLaJA_c001.mp4,24,volleyball,10,False,v_0kUtTtmLaJA_c001.mp4
21_0001_v_0kUtTtmLaJA_c002.mp4,21,volleyball,30,False,v_0kUtTtmLaJA_c002.mp4
23_0001_v_0kUtTtmLaJA_c002.mp4,23,volleyball,19,False,v_0kUtTtmLaJA_c002.mp4
31_0001_v_0kUtTtmLaJA_c002.mp4,31,volleyball,18,False,v_0kUtTtmLaJA_c002.mp4
26_0001_v_0kUtTtmLaJA_c002.mp4,26,volleyball,28,False,v_0kUtTtmLaJA_c002.mp4
22_0001_v_0kUtTtmLaJA_c002.mp4,22,volleyball,16,False,v_0kUtTtmLaJA_c002.mp4
22_0002_v_0kUtTtmLaJA_c002.mp4,22,volleyball,16,False,v_0kUtTtmLaJA_c002.mp4
22_0003_v_0kUtTtmLaJA_c002.mp4,22,volleyball,16,True,v_0kUtTtmLaJA_c002.mp4
24_0001_v_0kUtTtmLaJA_c002.mp4,24,volleyball,13,False,v_0kUtTtmLaJA_c002.mp4
21_0001_v_0kUtTtmLaJA_c003.mp4,21,volleyball,30,False,v_0kUtTtmLaJA_c003.mp4
23_0001_v_0kUtTtmLaJA_c003.mp4,23,volleyball,15,False,v_0kUtTtmLaJA_c003.mp4
26_0001_v_0kUtTtmLaJA_c003.mp4,26,volleyball,25,False,v_0kUtTtmLaJA_c003.mp4
30_0001_v_0kUtTtmLaJA_c003.mp4,30,volleyball,20,False,v_0kUtTtmLaJA_c003.mp4
22_0001_v_0kUtTtmLaJA_c003.mp4,22,volleyball,15,False,v_0kUtTtmLaJA_c003.mp4
22_0002_v_0kUtTtmLaJA_c003.mp4,22,volleyball,11,False,v_0kUtTtmLaJA_c003.mp4
21_0001_v_0kUtTtmLaJA_c004.mp4,21,volleyball,21,False,v_0kUtTtmLaJA_c004.mp4
23_0001_v_0kUtTtmLaJA_c004.mp4,23,volleyball,7,False,v_0kUtTtmLaJA_c004.mp4
24_0001_v_0kUtTtmLaJA_c004.mp4,24,volleyball,25,False,v_0kUtTtmLaJA_c004.mp4
24_0002_v_0kUtTtmLaJA_c004.mp4,24,volleyball,27,False,v_0kUtTtmLaJA_c004.mp4
24_0003_v_0kUtTtmLaJA_c004.mp4,24,volleyball,16,False,v_0kUtTtmLaJA_c004.mp4
24_0004_v_0kUtTtmLaJA_c004.mp4,24,volleyball,11,False,v_0kUtTtmLaJA_c004.mp4
24_0005_v_0kUtTtmLaJA_c004.mp4,24,volleyball,11,False,v_0kUtTtmLaJA_c004.mp4
26_0001_v_0kUtTtmLaJA_c004.mp4,26,volleyball,24,False,v_0kUtTtmLaJA_c004.mp4
26_0002_v_0kUtTtmLaJA_c004.mp4,26,volleyball,24,False,v_0kUtTtmLaJA_c004.mp4
26_0003_v_0kUtTtmLaJA_c004.mp4,26,volleyball,21,False,v_0kUtTtmLaJA_c004.mp4
26_0004_v_0kUtTtmLaJA_c004.mp4,26,volleyball,26,False,v_0kUtTtmLaJA_c004.mp4
30_0001_v_0kUtTtmLaJA_c004.mp4,30,volleyball,21,False,v_0kUtTtmLaJA_c004.mp4
30_0002_v_0kUtTtmLaJA_c004.mp4,30,volleyball,16,False,v_0kUtTtmLaJA_c004.mp4
30_0003_v_0kUtTtmLaJA_c004.mp4,30,volleyball,19,False,v_0kUtTtmLaJA_c004.mp4
30_0004_v_0kUtTtmLaJA_c004.mp4,30,volleyball,21,False,v_0kUtTtmLaJA_c004.mp4
30_0005_v_0kUtTtmLaJA_c004.mp4,30,volleyball,19,False,v_0kUtTtmLaJA_c004.mp4
22_0001_v_0kUtTtmLaJA_c004.mp4,22,volleyball,17,False,v_0kUtTtmLaJA_c004.mp4
22_0002_v_0kUtTtmLaJA_c004.mp4,22,volleyball,12,False,v_0kUtTtmLaJA_c004.mp4
22_0003_v_0kUtTtmLaJA_c004.mp4,22,volleyball,17,False,v_0kUtTtmLaJA_c004.mp4
22_0004_v_0kUtTtmLaJA_c004.mp4,22,volleyball,17,False,v_0kUtTtmLaJA_c004.mp4
22_0005_v_0kUtTtmLaJA_c004.mp4,22,volleyball,12,False,v_0kUtTtmLaJA_c004.mp4
22_0006_v_0kUtTtmLaJA_c004.mp4,22,volleyball,18,False,v_0kUtTtmLaJA_c004.mp4
22_0007_v_0kUtTtmLaJA_c004.mp4,22,volleyball,12,False,v_0kUtTtmLaJA_c004.mp4
22_0008_v_0kUtTtmLaJA_c004.mp4,22,volleyball,18,False,v_0kUtTtmLaJA_c004.mp4
22_0009_v_0kUtTtmLaJA_c004.mp4,22,volleyball,6,False,v_0kUtTtmLaJA_c004.mp4
22_0010_v_0kUtTtmLaJA_c004.mp4,22,volleyball,18,False,v_0kUtTtmLaJA_c004.mp4
31_0001_v_0kUtTtmLaJA_c004.mp4,31,volleyball,15,False,v_0kUtTtmLaJA_c004.mp4
21_0001_v_0kUtTtmLaJA_c005.mp4,21,volleyball,40,False,v_0kUtTtmLaJA_c005.mp4
23_0001_v_0kUtTtmLaJA_c005.mp4,23,volleyball,22,False,v_0kUtTtmLaJA_c005.mp4
26_0001_v_0kUtTtmLaJA_c005.mp4,26,volleyball,22,False,v_0kUtTtmLaJA_c005.mp4
26_0002_v_0kUtTtmLaJA_c005.mp4,26,volleyball,20,False,v_0kUtTtmLaJA_c005.mp4
22_0001_v_0kUtTtmLaJA_c005.mp4,22,volleyball,19,False,v_0kUtTtmLaJA_c005.mp4
22_0002_v_0kUtTtmLaJA_c005.mp4,22,volleyball,12,False,v_0kUtTtmLaJA_c005.mp4
22_0003_v_0kUtTtmLaJA_c005.mp4,22,volleyball,15,False,v_0kUtTtmLaJA_c005.mp4
22_0004_v_0kUtTtmLaJA_c005.mp4,22,volleyball,14,False,v_0kUtTtmLaJA_c005.mp4
32_0001_v_0kUtTtmLaJA_c005.mp4,32,volleyball,20,False,v_0kUtTtmLaJA_c005.mp4
24_0001_v_0kUtTtmLaJA_c005.mp4,24,volleyball,18,False,v_0kUtTtmLaJA_c005.mp4
30_0001_v_0kUtTtmLaJA_c005.mp4,30,volleyball,20,False,v_0kUtTtmLaJA_c005.mp4
30_0002_v_0kUtTtmLaJA_c005.mp4,30,volleyball,19,False,v_0kUtTtmLaJA_c005.mp4
25_0001_v_0kUtTtmLaJA_c005.mp4,25,volleyball,8,False,v_0kUtTtmLaJA_c005.mp4
21_0001_v_0kUtTtmLaJA_c006.mp4,21,volleyball,41,False,v_0kUtTtmLaJA_c006.mp4
23_0001_v_0kUtTtmLaJA_c006.mp4,23,volleyball,9,False,v_0kUtTtmLaJA_c006.mp4
26_0001_v_0kUtTtmLaJA_c006.mp4,26,volleyball,25,False,v_0kUtTtmLaJA_c006.mp4
